1,Alabama,1,Autauga,al
1,Alabama,3,Baldwin,al
1,Alabama,5,Barbour,al
1,Alabama,7,Bibb,al
1,Alabama,9,Blount,al
1,Alabama,11,Bullock,al
1,Alabama,13,Butler,al
1,Alabama,15,Calhoun,al
1,Alabama,17,Chambers,al
1,Alabama,19,Cherokee,al
1,Alabama,21,Chilton,al
1,Alabama,23,Choctaw,al
1,Alabama,25,Clarke,al
1,Alabama,27,Clay,al
1,Alabama,29,Cleburne,al
1,Alabama,31,Coffee,al
1,Alabama,33,Colbert,al
1,Alabama,35,Conecuh,al
1,Alabama,37,Coosa,al
1,Alabama,39,Covington,al
1,Alabama,41,Crenshaw,al
1,Alabama,43,Cullman,al
1,Alabama,45,Dale,al
1,Alabama,47,Dallas,al
1,Alabama,49,DeKalb,al
1,Alabama,51,Elmore,al
1,Alabama,53,Escambia,al
1,Alabama,55,Etowah,al
1,Alabama,57,Fayette,al
1,Alabama,59,Franklin,al
1,Alabama,61,Geneva,al
1,Alabama,63,Greene,al
1,Alabama,65,Hale,al
1,Alabama,67,Henry,al
1,Alabama,69,Houston,al
1,Alabama,71,Jackson,al
1,Alabama,73,Jefferson,al
1,Alabama,75,Lamar,al
1,Alabama,77,Lauderdale,al
1,Alabama,79,Lawrence,al
1,Alabama,81,Lee,al
1,Alabama,83,Limestone,al
1,Alabama,85,Lowndes,al
1,Alabama,87,Macon,al
1,Alabama,89,Madison,al
1,Alabama,91,Marengo,al
1,Alabama,93,Marion,al
1,Alabama,95,Marshall,al
1,Alabama,97,Mobile,al
1,Alabama,99,Monroe,al
1,Alabama,101,Montgomery,al
1,Alabama,103,Morgan,al
1,Alabama,105,Perry,al
1,Alabama,107,Pickens,al
1,Alabama,109,Pike,al
1,Alabama,111,Randolph,al
1,Alabama,113,Russell,al
1,Alabama,115,St. Clair,al
1,Alabama,117,Shelby,al
1,Alabama,119,Sumter,al
1,Alabama,121,Talladega,al
1,Alabama,123,Tallapoosa,al
1,Alabama,125,Tuscaloosa,al
1,Alabama,127,Walker,al
1,Alabama,129,Washington,al
1,Alabama,131,Wilcox,al
1,Alabama,133,Winston,al
2,Alaska,13,Aleutians East,ak
2,Alaska,16,Aleutians West,ak
2,Alaska,20,Anchorage,ak
2,Alaska,50,Bethel,ak
2,Alaska,60,Bristol Bay,ak
2,Alaska,68,Denali,ak
2,Alaska,70,Dillingham,ak
2,Alaska,90,Fairbanks North Star,ak
2,Alaska,100,Haines,ak
2,Alaska,110,Juneau,ak
2,Alaska,122,Kenai Peninsula,ak
2,Alaska,130,Ketchikan Gateway,ak
2,Alaska,150,Kodiak Island,ak
2,Alaska,164,Lake and Peninsula,ak
2,Alaska,170,Matanuska-Susitna,ak
2,Alaska,180,Nome,ak
2,Alaska,185,North Slope,ak
2,Alaska,188,Northwest Arctic,ak
2,Alaska,201,Prince of Wales-Outer Ketchikan,ak
2,Alaska,220,Sitka,ak
2,Alaska,232,Skagway-Hoonah-Angoon,ak
2,Alaska,240,Southeast Fairbanks,ak
2,Alaska,261,Valdez-Cordova,ak
2,Alaska,270,Wade Hampton,ak
2,Alaska,280,Wrangell-Petersburg,ak
2,Alaska,282,Yakutat,ak
2,Alaska,290,Yukon-Koyukuk,ak
4,Arizona,1,Apache,az
4,Arizona,3,Cochise,az
4,Arizona,5,Coconino,az
4,Arizona,7,Gila,az
4,Arizona,9,Graham,az
4,Arizona,11,Greenlee,az
4,Arizona,12,La Paz,az
4,Arizona,13,Maricopa,az
4,Arizona,15,Mohave,az
4,Arizona,17,Navajo,az
4,Arizona,19,Pima,az
4,Arizona,21,Pinal,az
4,Arizona,23,Santa Cruz,az
4,Arizona,25,Yavapai,az
4,Arizona,27,Yuma,az
5,Arkansas,1,Arkansas,ar
5,Arkansas,3,Ashley,ar
5,Arkansas,5,Baxter,ar
5,Arkansas,7,Benton,ar
5,Arkansas,9,Boone,ar
5,Arkansas,11,Bradley,ar
5,Arkansas,13,Calhoun,ar
5,Arkansas,15,Carroll,ar
5,Arkansas,17,Chicot,ar
5,Arkansas,19,Clark,ar
5,Arkansas,21,Clay,ar
5,Arkansas,23,Cleburne,ar
5,Arkansas,25,Cleveland,ar
5,Arkansas,27,Columbia,ar
5,Arkansas,29,Conway,ar
5,Arkansas,31,Craighead,ar
5,Arkansas,33,Crawford,ar
5,Arkansas,35,Crittenden,ar
5,Arkansas,37,Cross,ar
5,Arkansas,39,Dallas,ar
5,Arkansas,41,Desha,ar
5,Arkansas,43,Drew,ar
5,Arkansas,45,Faulkner,ar
5,Arkansas,47,Franklin,ar
5,Arkansas,49,Fulton,ar
5,Arkansas,51,Garland,ar
5,Arkansas,53,Grant,ar
5,Arkansas,55,Greene,ar
